first row nr, abbadingo trace, state sequence, score sequence, alignment, num misaligned, nw-alignment, norm-nw-score, nw-mismatches, sum scores, mean scores, min score,Column1
2470," ""1 22 5 22 5 5 11 9 26 26 26 11 9 11 9 4 4 3 23 23 23 21 21 21"""," [1,5,12,18,29,50,987,987,987,987,809,987,809,987,645,645,645,645,1002,1314,1715,1715,1715,1715,1715]"," [-0.302039,-1.28054,0,-0.00306906,-0.0858814,-0.0133957,-2.83421,-4.70322,-4.70322,-4.70322,-6.54377,-0.00917438,-6.54377,-0.00917438,-7.46006,-2.93172,-2.93172,-2.82418,-2.57548,0,0,-0.294118,-0.294118,-0.294118,-1.39273]"," [1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1]",2," [1,5,12,18,29,50,234/+,348,820/+,820,645,645,345,645/+,645,645,1002,1314,1715,1715,1715,1715]",0.984848,3, -52.7329, -2.10932, -7.46006,
2471," ""1 19 22 5 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [2,7,14,24,42,75,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-1.35154,-0.000795229,0,-0.00318218,-1.21288,0,-0.313092,-0.00831785,-0.178821,-0.00373959,-0.01846,-0.0281614,-0.267709,-1.12687,0,0,-0.294118,-0.294118,-0.294118,-1.39273]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [2,7,14,24,42,75,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715]",1,0, -6.78866, -0.339433, -1.39273,
2472," ""1 19 5 22 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,5,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.302039,-1.28054,0,-0.00306906,-0.0858814,-0.0133957,-0.188839,-0.00831785,-0.178821,-0.00373959,-0.01846,-0.0281614,-0.267709,-1.12687,0,0,-0.294118,-0.294118,-0.294118,-1.39273]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,5,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715]",1,0, -5.78094, -0.289047, -1.39273,
2473," ""1 19 5 22 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,5,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.302039,-1.28054,0,-0.00306906,-0.0858814,-0.0133957,-0.188839,-0.00831785,-0.178821,-0.00373959,-0.01846,-0.0281614,-0.267709,-1.12687,0,0,-0.294118,-0.294118,-0.294118,-1.39273]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,5,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715]",1,0, -5.78094, -0.289047, -1.39273,
2474," ""1 27 22 5 5 5 11 9 11 9 26 26 26 11 9 3 3 3 3 3 3 3 3 23 23 23 21 21 21"""," [2,7,14,24,42,75,88,147,234,348,234,348,485,645,645,645,645,645,645,645,645,645,1002,1314,1715,1715,1715,1715,1715]"," [-1.35154,-0.000795229,0,-0.00318218,-1.21288,0,-0.313092,-0.00831785,-1.91308,-0.418024,-1.13657,-0.418024,-0.397616,-0.0381838,-2.82418,-2.82418,-2.82418,-2.82418,-2.82418,-2.82418,-2.82418,-2.82418,-2.57548,0,0,-0.294118,-0.294118,-0.294118,-1.39273]"," [1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",1," [2,7,14,24,42,75,88,147,234,348,820/+,820,645,645,645,645,645,645,645,645,645,1002,1314,1715,1715,1715,1715]",0.996914,1, -34.6553, -1.19501, -2.82418,
2475," ""1 19 5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.302039,-0.326728,-0.45995,0,-0.0858814,-0.0133957,-0.188839,-0.00831785,-0.178821,-0.00373959,-0.01846,-0.0281614,-0.267709,-1.12687,0,0,-0.294118,-0.294118,-0.294118,-1.39273]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715]",1,0, -5.284, -0.2642, -1.39273,
2476," ""1 13 5 5 22 5 11 9 11 9 11 9 26 26 26"""," [1,4,12,18,29,50,88,147,232,345,482,645,820,820]"," [-0.302039,-0.326728,-0.997813,-0.00306906,-0.0858814,-0.0133957,-0.188839,-0.00831785,-0.178821,-0.00373959,-0.01846,-0.0281614,-0.267709,-2.15895]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,12,18,29,50,88,147,232,345,482,645,820]",1,0, -4.58193, -0.327281, -2.15895,
2477," ""1 19 5 5 5 22 11 9 11 9 26 26 11 9 26 23 23 23 21 21 21"""," [1,4,10,18,29,50,88,147,234,348,485,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.302039,-0.326728,-0.45995,0,-0.0858814,-0.0133957,-0.188839,-0.00831785,-1.91308,-0.418024,-0.397616,-0.0381838,-0.267709,-1.12687,0,0,-0.294118,-0.294118,-0.294118,-1.39273]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,10,18,29,50,88,147,234,348,485,645,820,1002,1314,1715,1715,1715,1715]",1,0, -7.82173, -0.391086, -1.91308,
2478," ""1 13 5 5 5 22 11 9 11 9 11 9 26 26 26"""," [1,4,10,18,29,50,88,147,232,345,482,645,820,820]"," [-0.302039,-0.326728,-0.45995,0,-0.0858814,-0.0133957,-0.188839,-0.00831785,-0.178821,-0.00373959,-0.01846,-0.0281614,-0.267709,-2.15895]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,10,18,29,50,88,147,232,345,482,645,820]",1,0, -4.041, -0.288643, -2.15895,
2479," ""1 21 5 5 5 22 11 9 11 9 11 9 26 26 26 2 2 23 23 23 21 21 21"""," [1,4,10,18,29,50,88,147,232,345,482,645,820,645,645,645,1002,1314,1715,1715,1715,1715,1715]"," [-0.302039,-0.326728,-0.45995,0,-0.0858814,-0.0133957,-0.188839,-0.00831785,-0.178821,-0.00373959,-0.01846,-0.0281614,-0.267709,-4.01774,-4.03471,-4.03471,-2.57548,0,0,-0.294118,-0.294118,-0.294118,-1.39273]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1]",1," [1,4,10,18,29,50,88,147,232,345,482,645,820,482/+,482,1002,1314,1715,1715,1715,1715]",0.996032,1, -18.8198, -0.81825, -4.03471,
2480," ""1 19 5 22 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,5,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.302039,-1.28054,0,-0.00306906,-0.0858814,-0.0133957,-0.188839,-0.00831785,-0.178821,-0.00373959,-0.01846,-0.0281614,-0.267709,-1.12687,0,0,-0.294118,-0.294118,-0.294118,-1.39273]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,5,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715]",1,0, -5.78094, -0.289047, -1.39273,
2481," ""1 19 5 22 5 5 11 9 11 9 9 26 26 11 26 23 23 23 21 21 21"""," [1,5,12,18,29,50,88,147,232,345,482,645,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.302039,-1.28054,0,-0.00306906,-0.0858814,-0.0133957,-0.188839,-0.00831785,-4.21951,-0.00373959,-0.01846,-0.0281614,-4.10276,-0.267709,-1.12687,0,0,-0.294118,-0.294118,-0.294118,-1.39273]"," [1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1]",1," [1,5,12,18,29,50,88,147,345/+,482,645,645,820,1002,1314,1715,1715,1715,1715]",0.995614,1, -13.9244, -0.663066, -4.21951,
2482," ""1 22 22 5 5 5 11 9 26 26 26 11 9 11 9 4 3 4 23 23 23 21 21 21"""," [2,7,14,24,42,75,75,24,44,81,809,809,987,809,987,645,645,645,645,1002,1314,1715,1715,1715,1715,1715]"," [-1.35154,-0.000795229,0,-0.00318218,-1.21288,0,-1.57769,-1.57769,-0.382262,-0.161455,-0.322257,-4.69592,-0.00917438,-6.54377,-0.00917438,-7.46006,-2.93172,-2.82418,-2.93172,-2.57548,0,0,-0.294118,-0.294118,-0.294118,-1.39273]"," [1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1]",3," [2,7,14,24,42,75,234/+,348,335/+,472,635,809,345/+,645/+,645,645,1002,1314,1715,1715,1715,1715]",0.984848,4, -38.846, -1.49408, -7.46006,
2483," ""1 13 5 22 5 5 11 9 11 9 11 9 26 26 26"""," [1,5,12,18,29,50,88,147,232,345,482,645,820,820]"," [-0.302039,-1.28054,0,-0.00306906,-0.0858814,-0.0133957,-0.188839,-0.00831785,-0.178821,-0.00373959,-0.01846,-0.0281614,-0.267709,-2.15895]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,5,12,18,29,50,88,147,232,345,482,645,820]",1,0, -4.53793, -0.324138, -2.15895,
2484," ""1 13 5 5 5 22 11 9 11 9 26 26 11 9 26"""," [1,4,10,18,29,50,88,147,234,348,485,645,820,820]"," [-0.302039,-0.326728,-0.45995,0,-0.0858814,-0.0133957,-0.188839,-0.00831785,-1.91308,-0.418024,-0.397616,-0.0381838,-0.267709,-2.15895]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,10,18,29,50,88,147,234,348,485,645,820]",1,0, -6.57872, -0.469909, -2.15895,
2485," ""1 19 5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.302039,-0.326728,-0.45995,0,-0.0858814,-0.0133957,-0.188839,-0.00831785,-0.178821,-0.00373959,-0.01846,-0.0281614,-0.267709,-1.12687,0,0,-0.294118,-0.294118,-0.294118,-1.39273]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715]",1,0, -5.284, -0.2642, -1.39273,
2486," ""1 28 22 5 5 5 26 26 26 11 9 11 9 11 9 3 3 4 3 3 4 3 3 4 23 23 23 21 21 21"""," [2,7,14,24,44,81,139,222,335,472,635,809,987,645,645,645,645,645,645,645,645,645,645,1002,1314,1715,1715,1715,1715,1715]"," [-1.35154,-0.000795229,0,-0.00318218,-0.382262,-0.161455,-0.322257,-0.0164551,-0.0285091,-0.074963,-0.0182099,-0.583919,-0.00917438,-7.46006,-2.82418,-2.82418,-2.93172,-2.82418,-2.82418,-2.93172,-2.82418,-2.82418,-2.93172,-2.57548,0,0,-0.294118,-0.294118,-0.294118,-1.39273]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",1," [2,7,14,24,44,81,139,222,335,472,635,809,987,1715/+,1715,1715,1715,1715,1715,1715,1715,1715,1715/-,635/+,635,809,1715/+,1715]",0.982143,4, -41.0036, -1.36679, -7.46006,
2487," ""1 19 5 5 22 5 9 11 9 11 11 9 26 26 26 23 23 23 21 21 21"""," [1,4,12,18,29,50,88,147,232,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.302039,-0.326728,-0.997813,-0.00306906,-inf,-0.0133957,-0.188839,-0.00831785,-0.178821,-5.68596,-0.00373959,-0.01846,-0.0281614,-0.267709,-1.12687,0,0,-0.294118,-0.294118,-0.294118,-1.39273]"," [1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",1," [1,4,12,18,50/+,88,147,232,232,345,482,645,820,1002,1314,1715,1715,1715,1715]",0.995614,1, -inf, -inf, -inf,
2488," ""1 19 5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.302039,-0.326728,-0.45995,0,-0.0858814,-0.0133957,-0.188839,-0.00831785,-0.178821,-0.00373959,-0.01846,-0.0281614,-0.267709,-1.12687,0,0,-0.294118,-0.294118,-0.294118,-1.39273]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715]",1,0, -5.284, -0.2642, -1.39273,
2489," ""1 19 5 5 5 22 9 11 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,4,10,18,29,50,88,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.302039,-0.326728,-0.45995,0,-inf,-0.0133957,-0.188839,-4.79351,-0.188839,-0.00831785,-0.178821,-0.00373959,-0.01846,-0.0281614,-0.267709,-1.12687,0,0,-0.294118,-0.294118,-0.294118,-1.39273]"," [1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",2," [1,4,10,18,50/+,88,232/+,345,232,345,482,645,820,1002,1314,1715,1715,1715,1715]",0.991228,2, -inf, -inf, -inf,
2490," ""1 19 5 22 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,5,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.302039,-1.28054,0,-0.00306906,-0.0858814,-0.0133957,-0.188839,-0.00831785,-0.178821,-0.00373959,-0.01846,-0.0281614,-0.267709,-1.12687,0,0,-0.294118,-0.294118,-0.294118,-1.39273]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,5,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715]",1,0, -5.78094, -0.289047, -1.39273,
2491," ""1 31 22 5 5 5 26 26 26 11 9 11 9 11 9 3 4 3 3 3 4 3 3 4 3 4 3 23 23 23 21 21 21"""," [2,7,14,24,44,81,139,222,335,472,635,809,987,645,645,645,645,645,645,645,645,645,645,645,645,645,1002,1314,1715,1715,1715,1715,1715]"," [-1.35154,-0.000795229,0,-0.00318218,-0.382262,-0.161455,-0.322257,-0.0164551,-0.0285091,-0.074963,-0.0182099,-0.583919,-0.00917438,-7.46006,-2.82418,-2.93172,-2.82418,-2.82418,-2.82418,-2.93172,-2.82418,-2.82418,-2.93172,-2.82418,-2.93172,-2.82418,-2.57548,0,0,-0.294118,-0.294118,-0.294118,-1.39273]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",1," [2,7,14,24,44,81,139,222,335,472,635,809,987,1715/+,1715,1715,1715,1715,1715,1715,1715,1715,1715,1715,1715,1715/-,635/+,635,809,1715/+,1715]",0.983871,4, -49.5836, -1.50253, -7.46006,
2492," ""1 19 5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.302039,-0.326728,-0.45995,0,-0.0858814,-0.0133957,-0.188839,-0.00831785,-0.178821,-0.00373959,-0.01846,-0.0281614,-0.267709,-1.12687,0,0,-0.294118,-0.294118,-0.294118,-1.39273]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715]",1,0, -5.284, -0.2642, -1.39273,
2493," ""1 19 5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.302039,-0.326728,-0.45995,0,-0.0858814,-0.0133957,-0.188839,-0.00831785,-0.178821,-0.00373959,-0.01846,-0.0281614,-0.267709,-1.12687,0,0,-0.294118,-0.294118,-0.294118,-1.39273]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715]",1,0, -5.284, -0.2642, -1.39273,
2494," ""1 21 22 5 5 5 26 26 26 11 9 11 9 11 9 3 2 23 23 23 21 21 21"""," [2,7,14,24,44,81,139,222,335,472,635,809,987,645,645,645,1002,1314,1715,1715,1715,1715,1715]"," [-1.35154,-0.000795229,0,-0.00318218,-0.382262,-0.161455,-0.322257,-0.0164551,-0.0285091,-0.074963,-0.0182099,-0.583919,-0.00917438,-7.46006,-2.82418,-4.03471,-2.57548,0,0,-0.294118,-0.294118,-0.294118,-1.39273]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1]",1," [2,7,14,24,44,81,139,222,335,472,635,809,987,1715/+,1715,1715/-,345/+,345,809/+,1715/+,1715]",0.97619,5, -22.1222, -0.961836, -7.46006,
2495," ""1 20 22 5 5 5 11 9 11 9 11 9 26 26 26 2 23 23 23 21 21 21"""," [2,7,14,24,42,75,88,147,232,345,482,645,820,820,1002,1314,1715,1715,1715,1715,1715]"," [-1.35154,-0.000795229,0,-0.00318218,-1.21288,0,-0.313092,-0.00831785,-0.178821,-0.00373959,-0.01846,-0.0281614,-0.267709,-2.31864,-1.12687,0,0,-0.294118,-0.294118,-0.294118,-1.39273]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [2,7,14,24,42,75,88,147,232,345,482,645,820,482/+,1002,1314,1715,1715,1715,1715]",0.995833,1, -9.1073, -0.433681, -2.31864,
2496," ""1 19 5 22 5 5 11 9 11 9 26 26 11 9 26 23 23 23 21 21 21"""," [1,5,12,18,29,50,88,147,234,348,485,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.302039,-1.28054,0,-0.00306906,-0.0858814,-0.0133957,-0.188839,-0.00831785,-1.91308,-0.418024,-0.397616,-0.0381838,-0.267709,-1.12687,0,0,-0.294118,-0.294118,-0.294118,-1.39273]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,5,12,18,29,50,88,147,234,348,485,645,820,1002,1314,1715,1715,1715,1715]",1,0, -8.31866, -0.415933, -1.91308,
2497," ""1 19 5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.302039,-0.326728,-0.45995,0,-0.0858814,-0.0133957,-0.188839,-0.00831785,-0.178821,-0.00373959,-0.01846,-0.0281614,-0.267709,-1.12687,0,0,-0.294118,-0.294118,-0.294118,-1.39273]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715]",1,0, -5.284, -0.2642, -1.39273,
2498," ""1 28 22 5 5 5 26 26 11 9 11 9 26 11 9 3 3 4 3 3 4 3 4 3 23 23 23 21 21 21"""," [2,7,14,24,44,81,24,42,75,88,147,234,348,485,645,645,645,645,645,645,645,645,645,645,1002,1314,1715,1715,1715,1715,1715]"," [-1.35154,-0.000795229,0,-0.00318218,-0.382262,-0.161455,-0.322257,-1.21288,0,-0.313092,-0.00831785,-1.91308,-0.418024,-0.397616,-0.0381838,-2.82418,-2.82418,-2.93172,-2.82418,-2.82418,-2.93172,-2.82418,-2.93172,-2.82418,-2.57548,0,0,-0.294118,-0.294118,-0.294118,-1.39273]"," [1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",2," [2,7,14,24,44,81,222/+,335,472,635,635,809,987,1715/+,1715,1715,1715,1715,1715,1715,1715,1715,1002/+,1314,1715,1715,1715,1715]",0.985119,3, -37.1135, -1.19721, -2.93172,
2499," ""1 13 22 5 5 5 11 9 11 9 11 9 26 26 26"""," [2,7,14,24,42,75,88,147,232,345,482,645,820,820]"," [-1.35154,-0.000795229,0,-0.00318218,-1.21288,0,-0.313092,-0.00831785,-0.178821,-0.00373959,-0.01846,-0.0281614,-0.267709,-2.15895]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [2,7,14,24,42,75,88,147,232,345,482,645,820]",1,0, -5.54566, -0.396118, -2.15895,
2500," ""1 19 5 5 22 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,4,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.302039,-0.326728,-0.997813,-0.00306906,-0.0858814,-0.0133957,-0.188839,-0.00831785,-0.178821,-0.00373959,-0.01846,-0.0281614,-0.267709,-1.12687,0,0,-0.294118,-0.294118,-0.294118,-1.39273]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715]",1,0, -5.82493, -0.291247, -1.39273,
2501," ""1 19 5 5 5 22 11 9 11 9 26 26 11 9 26 23 23 23 21 21 21"""," [1,4,10,18,29,50,88,147,234,348,485,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.302039,-0.326728,-0.45995,0,-0.0858814,-0.0133957,-0.188839,-0.00831785,-1.91308,-0.418024,-0.397616,-0.0381838,-0.267709,-1.12687,0,0,-0.294118,-0.294118,-0.294118,-1.39273]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,10,18,29,50,88,147,234,348,485,645,820,1002,1314,1715,1715,1715,1715]",1,0, -7.82173, -0.391086, -1.91308,
2502," ""1 28 22 5 5 5 26 26 26 11 9 11 9 11 9 3 3 4 3 3 4 3 3 4 23 23 23 21 21 21"""," [2,7,14,24,44,81,139,222,335,472,635,809,987,645,645,645,645,645,645,645,645,645,645,1002,1314,1715,1715,1715,1715,1715]"," [-1.35154,-0.000795229,0,-0.00318218,-0.382262,-0.161455,-0.322257,-0.0164551,-0.0285091,-0.074963,-0.0182099,-0.583919,-0.00917438,-7.46006,-2.82418,-2.82418,-2.93172,-2.82418,-2.82418,-2.93172,-2.82418,-2.82418,-2.93172,-2.57548,0,0,-0.294118,-0.294118,-0.294118,-1.39273]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",1," [2,7,14,24,44,81,139,222,335,472,635,809,987,1715/+,1715,1715,1715,1715,1715,1715,1715,1715,1715/-,635/+,635,809,1715/+,1715]",0.982143,4, -41.0036, -1.36679, -7.46006,
2503," ""1 19 5 22 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,5,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.302039,-1.28054,0,-0.00306906,-0.0858814,-0.0133957,-0.188839,-0.00831785,-0.178821,-0.00373959,-0.01846,-0.0281614,-0.267709,-1.12687,0,0,-0.294118,-0.294118,-0.294118,-1.39273]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,5,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715]",1,0, -5.78094, -0.289047, -1.39273,
2504," ""1 19 5 5 5 22 9 11 9 11 9 26 26 11 26 23 23 23 21 21 21"""," [1,4,10,18,29,50,88,147,232,345,482,645,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.302039,-0.326728,-0.45995,0,-inf,-0.0133957,-0.188839,-0.00831785,-0.178821,-0.00373959,-0.01846,-0.0281614,-4.10276,-0.267709,-1.12687,0,0,-0.294118,-0.294118,-0.294118,-1.39273]"," [1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",1," [1,4,10,18,50/+,88,147,232,345,482,645,645,820,1002,1314,1715,1715,1715,1715]",0.995614,1, -inf, -inf, -inf,
2505," ""1 19 5 5 22 5 11 9 11 9 26 26 11 9 26 23 23 23 21 21 21"""," [1,4,12,18,29,50,88,147,234,348,485,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.302039,-0.326728,-0.997813,-0.00306906,-0.0858814,-0.0133957,-0.188839,-0.00831785,-1.91308,-0.418024,-0.397616,-0.0381838,-0.267709,-1.12687,0,0,-0.294118,-0.294118,-0.294118,-1.39273]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,12,18,29,50,88,147,234,348,485,645,820,1002,1314,1715,1715,1715,1715]",1,0, -8.36266, -0.418133, -1.91308,
2506," ""1 19 5 22 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,5,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.302039,-1.28054,0,-0.00306906,-0.0858814,-0.0133957,-0.188839,-0.00831785,-0.178821,-0.00373959,-0.01846,-0.0281614,-0.267709,-1.12687,0,0,-0.294118,-0.294118,-0.294118,-1.39273]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,5,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715]",1,0, -5.78094, -0.289047, -1.39273,
2507," ""1 28 22 5 5 5 11 9 11 9 11 9 26 26 26 3 4 3 3 3 4 3 3 4 23 23 23 21 21 21"""," [2,7,14,24,42,75,88,147,232,345,482,645,820,645,645,645,645,645,645,645,645,645,645,1002,1314,1715,1715,1715,1715,1715]"," [-1.35154,-0.000795229,0,-0.00318218,-1.21288,0,-0.313092,-0.00831785,-0.178821,-0.00373959,-0.01846,-0.0281614,-0.267709,-4.01774,-2.82418,-2.93172,-2.82418,-2.82418,-2.82418,-2.93172,-2.82418,-2.82418,-2.93172,-2.57548,0,0,-0.294118,-0.294118,-0.294118,-1.39273]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",1," [2,7,14,24,42,75,88,147,232,345,482,645,820,482/+,482,482,482,482,482,482,482,482,1002,1314,1715,1715,1715,1715]",0.997024,1, -37.9952, -1.26651, -4.01774,
2508," ""1 19 5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.302039,-0.326728,-0.45995,0,-0.0858814,-0.0133957,-0.188839,-0.00831785,-0.178821,-0.00373959,-0.01846,-0.0281614,-0.267709,-1.12687,0,0,-0.294118,-0.294118,-0.294118,-1.39273]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715]",1,0, -5.284, -0.2642, -1.39273,
